trade_id,price,1,2,3,4,5,6
3741495,110854.90000000,0.01950000,3928052,3928052,1675249040534,False,True
3741496,110854.90000000,0.23480000,3928053,3928053,1675249040566,True,True
3741497,110875.90000000,0.00730000,3928054,3928054,1675249896439,True,True
3741498,110999.90000000,0.00150000,3928055,3928055,1675250298815,False,True
3741499,111129.60000000,0.08170000,3928056,3928056,1675250523879,False,True
3741500,111199.00000000,0.00100000,3928057,3928057,1675250603899,False,True
3741501,111301.00000000,0.00210000,3928058,3928058,1675250670901,False,True
3741502,111396.70000000,0.00100000,3928059,3928059,1675250793908,False,True
3741503,111519.10000000,0.00260000,3928060,3928060,1675250793908,False,True
3741504,111301.00000000,0.00440000,3928061,3928061,1675251104707,True,True
3741505,111271.20000000,0.02670000,3928062,3928062,1675251526822,False,True
3741506,111179.30000000,0.01790000,3928063,3928063,1675252082745,False,True
3741507,110966.10000000,0.01400000,3928064,3928064,1675252161518,True,True
3741508,110966.20000000,0.02000000,3928065,3928065,1675252342447,True,True
3741509,111071.40000000,0.00760000,3928066,3928066,1675252620252,False,True
3741510,111179.20000000,0.01800000,3928067,3928067,1675252647978,False,True
3741511,111068.50000000,0.60400000,3928068,3928068,1675252676069,True,True
3741512,111068.50000000,0.08090000,3928069,3928069,1675252689983,True,True
3741513,111068.50000000,0.47630000,3928070,3928070,1675252690067,True,True
3741514,111068.50000000,0.06680000,3928071,3928071,1675252694265,True,True
3741515,110946.20000000,0.00630000,3928072,3928072,1675252697585,True,True
3741516,111076.70000000,0.68990000,3928073,3928073,1675253077872,False,True
3741517,110994.30000000,0.05000000,3928074,3928074,1675253219065,True,True
3741518,110994.50000000,0.38050000,3928075,3928076,1675253276831,True,True
3741519,110994.40000000,0.26570000,3928077,3928077,1675253276831,True,True
3741520,110994.40000000,0.30830000,3928078,3928078,1675253278838,True,True
3741521,110994.10000000,0.25130000,3928079,3928079,1675253278838,True,True
3741522,110938.60000000,0.08660000,3928080,3928080,1675253278838,True,True
3741523,111035.20000000,0.24780000,3928081,3928081,1675253279837,True,True
3741524,110938.60000000,0.16220000,3928082,3928082,1675253279837,True,True
3741525,110924.50000000,0.12950000,3928083,3928084,1675253279837,True,True
3741526,110909.40000000,0.10670000,3928085,3928085,1675253279837,True,True
3741527,111083.30000000,0.00270000,3928086,3928086,1675253365611,True,True
3741528,111138.50000000,0.04860000,3928087,3928087,1675253396607,False,True
3741529,111083.30000000,0.11990000,3928088,3928088,1675253430769,True,True
3741530,111056.20000000,0.05810000,3928089,3928089,1675253640349,False,True
3741531,111056.00000000,0.35900000,3928090,3928090,1675253640628,False,True
3741532,111056.00000000,0.25530000,3928091,3928091,1675253652769,False,True
3741533,111056.00000000,0.00970000,3928092,3928092,1675253741804,False,True
3741534,111057.10000000,0.00900000,3928093,3928093,1675253804222,False,True
3741535,111076.70000000,0.06980000,3928094,3928094,1675253878717,False,True
3741536,110931.50000000,0.00380000,3928095,3928095,1675254299321,True,True
3741537,110889.80000000,0.00420000,3928096,3928096,1675254386616,True,True
3741538,111066.30000000,0.01130000,3928097,3928097,1675254649020,False,True
3741539,111080.70000000,0.00640000,3928098,3928098,1675255060926,False,True
3741540,110906.60000000,0.04080000,3928099,3928099,1675255221342,True,True
3741541,110805.70000000,0.01470000,3928100,3928100,1675256354202,False,True
3741542,110752.50000000,0.22400000,3928101,3928101,1675256498412,True,True
3741543,110608.60000000,0.60950000,3928102,3928102,1675256700479,True,True
3741544,110570.80000000,0.74960000,3928103,3928103,1675256700479,True,True
3741545,110563.40000000,0.64090000,3928104,3928104,1675256700479,True,True
3741546,110608.30000000,0.25210000,3928105,3928105,1675256768376,True,True
3741547,110556.20000000,0.49230000,3928106,3928106,1675256768376,True,True
3741548,110500.00000000,0.39070000,3928107,3928107,1675256784547,True,True
3741549,110612.80000000,0.05390000,3928108,3928108,1675256800796,False,True
3741550,111101.90000000,0.00330000,3928109,3928109,1675257272382,False,True
3741551,111445.60000000,0.24960000,3928110,3928110,1675257350360,False,True
3741552,111455.30000000,0.00670000,3928111,3928111,1675257350360,False,True
3741553,111491.30000000,0.24760000,3928112,3928112,1675257350360,False,True
3741554,111539.90000000,0.23450000,3928113,3928113,1675257350360,False,True
3741555,111526.10000000,0.12860000,3928114,3928114,1675257379867,True,True
3741556,111468.00000000,0.09980000,3928115,3928115,1675257401614,True,True
3741557,111360.80000000,0.06360000,3928116,3928116,1675257418914,True,True
3741558,111472.50000000,0.01790000,3928117,3928117,1675257458292,False,True
3741559,111472.40000000,0.02140000,3928118,3928118,1675257608358,False,True
3741560,111472.40000000,0.04530000,3928119,3928119,1675257608447,False,True
3741561,111596.90000000,0.00440000,3928120,3928120,1675257774044,False,True
3741562,111459.10000000,0.06650000,3928121,3928121,1675257805865,True,True
3741563,111483.50000000,0.10590000,3928122,3928122,1675257878780,False,True
3741564,111483.50000000,0.22570000,3928123,3928123,1675257904867,False,True
3741565,111475.70000000,0.00270000,3928124,3928124,1675258022298,False,True
3741566,111407.20000000,0.24920000,3928125,3928125,1675258249183,True,True
3741567,111500.00000000,0.39030000,3928126,3928126,1675258357241,False,True
3741568,111480.00000000,0.06930000,3928127,3928127,1675258362570,True,True
3741569,111480.00000000,0.02830000,3928128,3928128,1675258524386,True,True
3741570,111580.60000000,0.00190000,3928129,3928129,1675258710384,False,True
3741571,111285.10000000,0.23390000,3928130,3928130,1675258883297,True,True
3741572,111257.90000000,0.24910000,3928131,3928131,1675258883297,True,True
3741573,111199.90000000,0.25160000,3928132,3928132,1675258883297,True,True
3741574,111163.40000000,0.00310000,3928133,3928133,1675258883297,True,True
3741575,111289.00000000,0.00170000,3928134,3928134,1675259387680,False,True
3741576,111323.20000000,0.08630000,3928135,3928135,1675259471589,False,True
3741577,111140.10000000,0.00220000,3928136,3928136,1675259590151,True,True
3741578,111140.20000000,0.00460000,3928137,3928137,1675259622887,True,True
3741579,111140.10000000,0.07140000,3928138,3928138,1675259622887,True,True
3741580,111184.70000000,0.01260000,3928139,3928139,1675260283409,False,True
3741581,111233.70000000,0.00580000,3928140,3928140,1675260474267,False,True
3741582,111289.10000000,0.24790000,3928141,3928141,1675260751620,False,True
3741583,111323.30000000,0.05490000,3928142,3928142,1675260814214,False,True
3741584,111323.30000000,0.02650000,3928143,3928143,1675260860919,False,True
3741585,111396.90000000,0.00170000,3928144,3928144,1675260868537,False,True
3741586,111443.40000000,0.15810000,3928145,3928145,1675261266421,True,True
3741587,111544.40000000,0.17470000,3928146,3928146,1675261512689,True,True
3741588,111596.90000000,0.00190000,3928147,3928147,1675261718020,False,True
3741589,111544.40000000,0.03430000,3928148,3928148,1675261747143,True,True
3741590,111536.80000000,0.08130000,3928149,3928149,1675261748403,True,True
3741591,111423.80000000,0.07380000,3928150,3928150,1675261789778,True,True
3741592,111336.50000000,0.08740000,3928151,3928151,1675261827736,True,True
3741593,111474.60000000,0.01070000,3928152,3928152,1675261927627,False,True
